,price,address,beds,reception,bathrooms,contact_number
400,"£275,000","Long Acre, Basildon, Essex SS14",3,1,1,
401,"£280,000","Abrahams Close, Basildon SS14",2,1,2,
402,"£300,000","Gobions, Basildon, Essex SS16",3,2,1,
403,"£320,000","Britten Avenue, Basildon SS14",2,1,3,
404,"£375,000","Cumberland Drive, Laindon, Basildon SS15",3,1,1,
405,"£400,000","Bruton Link, Basildon SS15",3,1,2,
406,"£290,000","Ayletts, Basildon SS14",3,1,1,
407,"£315,000","Blackthorn Court, Langdon Hills, Basildon SS16",2,1,1,
408,"£325,000","Abrahams Close, Basildon SS14",2,1,3,
409,"£275,000","Rosecroft Close, Langdon Hills, Basildon, Essex SS16",,,,
410,"£375,000","Abingdon Close, Basildon SS15",3,1,2,
411,"£275,000","Driftway, Basildon, Essex SS16",4,1,1,
412,"£270,000","Buckingham Road, Laindon, Essex SS15",2,1,1,
413,"£668,995F","""Harrogate"" at Little Malgraves Industrial Estate, Lower Dunton Road, Bulphan, Upminster RM14",,,,
414,"£260,000","Beambridge Place, Basildon SS13",3,1,1,
415,"£225,000","Cherrydown East, Basildon, Essex SS16",,,,
416,"£260,000","Buckerills, Basildon, Essex SS13",,,,
417,"£350,000","Gun Hill Place, Woodlands Estate, Kingswood SS16",4,1,1,
418,"£400,000","Sparrows Herne, Basildon, Essex SS16",4,1,1,
419,"£210,000","Southernhay Close, Basildon SS14",2,1,1,
420,"£229,000","Bramble Tye, Laindon, Basildon, Essex SS15",2,1,1,
421,"£210,000","Churchill Avenue, Basildon SS14",2,1,1,
422,"£195,000","Warwick Crescent, Basildon SS15",1,1,1,
423,"£255,000","Rectory Road, Pitsea, Basildon SS13",,,,
424,"£275,000","Driftway, Basildon, Essex SS16",4,1,1,
425,"£250,000","Basildon, Essex, United Kingdom SS15",3,1,2,
426,"£335,000","The Slades, Basildon, Essex SS16",3,1,1,
427,"£290,000","Kent View Road, Vange, Basildon SS16",3,1,1,
428,"£500,000","Royston Avenue, Basildon, Essex SS15",5,1,2,
429,"£585,000","Stamford Drive, Basildon, Essex SS15",5,3,3,
430,"£200,000","Walnut Close, Basildon SS15",2,1,1,
431,"£325,000","Basildon, Essex, United Kingdom SS16",3,1,1,
432,"£215,000","Curling Tye, Basildon, Essex SS14",3,2,1,
433,"£325,000","Curling Tye, Basildon, Essex SS14",3,2,1,
434,"£265,000","Nightingale Grove, Basildon SS14",2,1,1,
435,"£400,000","Little Bentley, Basildon SS14",5,3,2,
436,"£230,000","Langdon Hills, Basildon, Essex SS16",2,1,1,
437,"£550,000","Kennedy Avenue, Basildon, Essex SS15",5,2,3,
438,"£587,000","Calvinia Close, Laindon, Basildon SS15",5,3,2,
439,"£545,000","Prescott, Langdon Hills, Basildon, Essex SS16",3,2,1,
440,"£390,000","School Avenue, Laindon, Basildon SS15",3,2,3,
441,"£280,000","Pamplins, Basildon SS15",3,2,1,
442,"£250,000","Lee Chapel North, Basildon, Essex SS15",3,1,1,
443,"£950,000","Lower Dunton Road, Bulphan, Upminster RM14",4,3,3,
444,"£535,000","Shelsley Drive, Langdon Hills, Basildon SS16",3,3,2,
445,"£260,000","Clayburn Side, Basildon, Essex SS14",2,2,1,
446,"£560,000","Parker Drive, Basildon SS16",4,2,2,
447,"£425,000","Gordon Road, Basildon, Essex SS14",,,,
448,"£375,000","Rosecroft Close, Langdon Hills SS16",3,1,1,
449,"£210,000","Shirley Gardens, Burnt Mills, Basildon, Essex SS13",2,1,1,
450,"£650,000","Pound Lane, Bowers Gifford, Basildon SS13",5,3,3,
451,"£280,000","Hollands Walk, Basildon SS16",3,2,1,
452,"£240,000","Marlborough Drive, Langdon Hills, Basildon SS16",2,1,1,
453,"£280,000","Basildon, Essex, United Kingdom SS14",3,1,1,
454,"£175,000","Clay Hill Road, Basildon SS16",2,1,1,
455,"£314,000","Park Terrace, Church Park Road, Pitsea, Basildon, Essex SS13",4,2,1,
456,"£130,000","Widgeons, Pitsea, Basildon, Essex SS13",1,1,1,
457,"£475,000","Park Terrace, Church Park Road, Pitsea, Basildon, Essex SS13",4,2,1,
458,"£250,000","Whitcroft, Langdon Hills, Basildon, Essex SS16",2,1,1,
459,"£240,000","Vermont Close, Basildon, Essex SS13",,,,
460,"£260,000","Warren Drive, Basildon, Essex SS14",2,1,1,
461,"£200,000","Lower Street, Basildon, Essex SS15",,,,
462,"£260,000","Carlisle Way, Pitsea, Basildon, Essex SS13",3,3,1,
463,"£550,000","Halstow Way, Pitsea, Basildon, Essex SS13",5,2,2,
464,"£270,000","Shepeshall, Basildon SS15",3,1,1,
465,"£220,000","Britten Avenue, Basildon, Essex SS14",2,1,1,
466,"£750,000","Fletchers, Basildon, Essex SS16",5,2,2,
467,"£220,000","Britten Avenue, Basildon SS14",2,1,1,
468,"£220,000","Basildon, Essex, United Kingdom SS14",,,,
469,"£550,000","Berry Lane, Langdon Hills, Essex SS16",4,2,2,
470,"£250,000","Basildon, Essex SS14",2,1,1,
471,"£230,000","Pickwick Close, Laindon, Basildon, Essex SS15",2,1,1,
472,"£410,000","School Avenue, Basildon SS15",4,2,3,
473,"£195,000","Warwick Crescent, Laindon, Basildon, Essex SS15",1,1,1,
474,"£265,000","Havengore, Basildon, Essex SS13",3,2,1,
475,"£320,000","Wickham Place, Basildon SS16",4,1,2,
476,"£230,000","Brempsons, Basildon, Essex SS14",3,1,1,
477,"£180,000","Southernhay, Basildon, Essex SS14",1,1,1,
478,"£250,000","Warwick Crescent, Laindon, Basildon, Essex SS15",2,1,1,
479,"£500,000","Langdon Hills, Basildon, Essex SS16",4,2,1,
480,"£400,000","Tangham Walk, Basildon SS14",4,1,3,
481,"£230,000","Gladwyns, Laindon, Basildon SS15",2,1,1,
482,"£325,000","Northampton Grove, Langdon Hills, Essex SS16",3,1,2,
483,"£280,000","Cross Green, Basildon SS16",2,2,2,
484,"£210,000","Copperfields, Laindon, Basildon SS15",2,1,1,
485,"£350,000","Montague Street, Basildon SS14",3,2,3,
486,"£300,000","Sunnedon, Basildon SS16",3,1,2,
487,"£350,000","Southcote Crescent, Basildon, Essex SS14",3,2,2,
488,"£325,000","Lee Chapel South, Essex, United Kingdom SS16",3,1,2,
489,"£350,000","Beeleigh East, Basildon, Essex SS14",4,2,2,
490,"£230,000","Cherrydown East, Basildon, Essex SS16",2,1,2,
491,"£240,000","Alexander Road, Langdon Hills, Basildon, Essex SS16",2,1,1,
492,"£180,000","Pitsea, Basildon, Essex SS13",2,1,1,
493,"£425,000","Eisenhower Road, Basildon, Essex SS15",4,2,1,
494,"£281,000","Eisenhower Road, Basildon, Essex SS15",4,2,1,
495,"£375,000","Warwick Crescent, Basildon SS15",3,1,3,
496,"£189,000","Copperfields, Laindon, Essex SS15",,,,
497,"£140,000","South Crockerford, Vange, Basildon SS16",1,1,1,
498,"£350,000","Montague Street, Basildon, Essex SS14",3,2,1,
499,"£350,000","Basildon, Essex, United Kingdom SS14",,,,
500,"£275,000","Long Acre, Basildon, Essex SS14",3,1,1,
501,"£280,000","Abrahams Close, Basildon SS14",2,1,2,
502,"£300,000","Gobions, Basildon, Essex SS16",3,2,1,
503,"£320,000","Britten Avenue, Basildon SS14",2,1,3,
504,"£375,000","Cumberland Drive, Laindon, Basildon SS15",3,1,1,
505,"£400,000","Bruton Link, Basildon SS15",3,1,2,
506,"£290,000","Ayletts, Basildon SS14",3,1,1,
507,"£315,000","Blackthorn Court, Langdon Hills, Basildon SS16",2,1,1,
508,"£325,000","Abrahams Close, Basildon SS14",2,1,3,
509,"£275,000","Rosecroft Close, Langdon Hills, Basildon, Essex SS16",,,,
510,"£375,000","Abingdon Close, Basildon SS15",3,1,2,
511,"£275,000","Driftway, Basildon, Essex SS16",4,1,1,
512,"£270,000","Buckingham Road, Laindon, Essex SS15",2,1,1,
513,"£668,995F","""Harrogate"" at Little Malgraves Industrial Estate, Lower Dunton Road, Bulphan, Upminster RM14",,,,
514,"£260,000","Beambridge Place, Basildon SS13",3,1,1,
515,"£225,000","Cherrydown East, Basildon, Essex SS16",,,,
516,"£260,000","Buckerills, Basildon, Essex SS13",,,,
517,"£350,000","Gun Hill Place, Woodlands Estate, Kingswood SS16",4,1,1,
518,"£400,000","Sparrows Herne, Basildon, Essex SS16",4,1,1,
519,"£210,000","Southernhay Close, Basildon SS14",2,1,1,
520,"£229,000","Bramble Tye, Laindon, Basildon, Essex SS15",2,1,1,
521,"£210,000","Churchill Avenue, Basildon SS14",2,1,1,
522,"£195,000","Warwick Crescent, Basildon SS15",1,1,1,
523,"£255,000","Rectory Road, Pitsea, Basildon SS13",,,,
524,"£275,000","Driftway, Basildon, Essex SS16",4,1,1,
525,"£250,000","Basildon, Essex, United Kingdom SS15",3,1,2,
526,"£335,000","The Slades, Basildon, Essex SS16",3,1,1,
527,"£290,000","Kent View Road, Vange, Basildon SS16",3,1,1,
528,"£500,000","Royston Avenue, Basildon, Essex SS15",5,1,2,
529,"£585,000","Stamford Drive, Basildon, Essex SS15",5,3,3,
530,"£200,000","Walnut Close, Basildon SS15",2,1,1,
531,"£325,000","Basildon, Essex, United Kingdom SS16",3,1,1,
532,"£215,000","Curling Tye, Basildon, Essex SS14",3,2,1,
533,"£325,000","Curling Tye, Basildon, Essex SS14",3,2,1,
534,"£265,000","Nightingale Grove, Basildon SS14",2,1,1,
535,"£400,000","Little Bentley, Basildon SS14",5,3,2,
536,"£230,000","Langdon Hills, Basildon, Essex SS16",2,1,1,
537,"£550,000","Kennedy Avenue, Basildon, Essex SS15",5,2,3,
538,"£587,000","Calvinia Close, Laindon, Basildon SS15",5,3,2,
539,"£545,000","Prescott, Langdon Hills, Basildon, Essex SS16",3,2,1,
540,"£390,000","School Avenue, Laindon, Basildon SS15",3,2,3,
541,"£280,000","Pamplins, Basildon SS15",3,2,1,
542,"£250,000","Lee Chapel North, Basildon, Essex SS15",3,1,1,
543,"£950,000","Lower Dunton Road, Bulphan, Upminster RM14",4,3,3,
544,"£535,000","Shelsley Drive, Langdon Hills, Basildon SS16",3,3,2,
545,"£260,000","Clayburn Side, Basildon, Essex SS14",2,2,1,
546,"£560,000","Parker Drive, Basildon SS16",4,2,2,
547,"£425,000","Gordon Road, Basildon, Essex SS14",,,,
548,"£375,000","Rosecroft Close, Langdon Hills SS16",3,1,1,
549,"£210,000","Shirley Gardens, Burnt Mills, Basildon, Essex SS13",2,1,1,
550,"£650,000","Pound Lane, Bowers Gifford, Basildon SS13",5,3,3,
551,"£280,000","Hollands Walk, Basildon SS16",3,2,1,
552,"£240,000","Marlborough Drive, Langdon Hills, Basildon SS16",2,1,1,
553,"£280,000","Basildon, Essex, United Kingdom SS14",3,1,1,
554,"£175,000","Clay Hill Road, Basildon SS16",2,1,1,
555,"£314,000","Park Terrace, Church Park Road, Pitsea, Basildon, Essex SS13",4,2,1,
556,"£130,000","Widgeons, Pitsea, Basildon, Essex SS13",1,1,1,
557,"£475,000","Park Terrace, Church Park Road, Pitsea, Basildon, Essex SS13",4,2,1,
558,"£250,000","Whitcroft, Langdon Hills, Basildon, Essex SS16",2,1,1,
559,"£240,000","Vermont Close, Basildon, Essex SS13",,,,
560,"£260,000","Warren Drive, Basildon, Essex SS14",2,1,1,
561,"£200,000","Lower Street, Basildon, Essex SS15",,,,
562,"£260,000","Carlisle Way, Pitsea, Basildon, Essex SS13",3,3,1,
563,"£550,000","Halstow Way, Pitsea, Basildon, Essex SS13",5,2,2,
564,"£270,000","Shepeshall, Basildon SS15",3,1,1,
565,"£220,000","Britten Avenue, Basildon, Essex SS14",2,1,1,
566,"£750,000","Fletchers, Basildon, Essex SS16",5,2,2,
567,"£220,000","Britten Avenue, Basildon SS14",2,1,1,
568,"£220,000","Basildon, Essex, United Kingdom SS14",,,,
569,"£550,000","Berry Lane, Langdon Hills, Essex SS16",4,2,2,
570,"£250,000","Basildon, Essex SS14",2,1,1,
571,"£230,000","Pickwick Close, Laindon, Basildon, Essex SS15",2,1,1,
572,"£410,000","School Avenue, Basildon SS15",4,2,3,
573,"£195,000","Warwick Crescent, Laindon, Basildon, Essex SS15",1,1,1,
574,"£265,000","Havengore, Basildon, Essex SS13",3,2,1,
575,"£320,000","Wickham Place, Basildon SS16",4,1,2,
576,"£230,000","Brempsons, Basildon, Essex SS14",3,1,1,
577,"£180,000","Southernhay, Basildon, Essex SS14",1,1,1,
578,"£250,000","Warwick Crescent, Laindon, Basildon, Essex SS15",2,1,1,
579,"£500,000","Langdon Hills, Basildon, Essex SS16",4,2,1,
580,"£400,000","Tangham Walk, Basildon SS14",4,1,3,
581,"£230,000","Gladwyns, Laindon, Basildon SS15",2,1,1,
582,"£325,000","Northampton Grove, Langdon Hills, Essex SS16",3,1,2,
583,"£280,000","Cross Green, Basildon SS16",2,2,2,
584,"£210,000","Copperfields, Laindon, Basildon SS15",2,1,1,
585,"£350,000","Montague Street, Basildon SS14",3,2,3,
586,"£300,000","Sunnedon, Basildon SS16",3,1,2,
587,"£350,000","Southcote Crescent, Basildon, Essex SS14",3,2,2,
588,"£325,000","Lee Chapel South, Essex, United Kingdom SS16",3,1,2,
589,"£350,000","Beeleigh East, Basildon, Essex SS14",4,2,2,
590,"£230,000","Cherrydown East, Basildon, Essex SS16",2,1,2,
591,"£240,000","Alexander Road, Langdon Hills, Basildon, Essex SS16",2,1,1,
592,"£180,000","Pitsea, Basildon, Essex SS13",2,1,1,
593,"£425,000","Eisenhower Road, Basildon, Essex SS15",4,2,1,
594,"£281,000","Eisenhower Road, Basildon, Essex SS15",4,2,1,
595,"£375,000","Warwick Crescent, Basildon SS15",3,1,3,
596,"£189,000","Copperfields, Laindon, Essex SS15",,,,
597,"£140,000","South Crockerford, Vange, Basildon SS16",1,1,1,
598,"£350,000","Montague Street, Basildon, Essex SS14",3,2,1,
599,"£350,000","Basildon, Essex, United Kingdom SS14",,,,
600,"£275,000","Long Acre, Basildon, Essex SS14",3,1,1,
601,"£280,000","Abrahams Close, Basildon SS14",2,1,2,
602,"£300,000","Gobions, Basildon, Essex SS16",3,2,1,
603,"£320,000","Britten Avenue, Basildon SS14",2,1,3,
604,"£375,000","Cumberland Drive, Laindon, Basildon SS15",3,1,1,
605,"£400,000","Bruton Link, Basildon SS15",3,1,2,
606,"£290,000","Ayletts, Basildon SS14",3,1,1,
607,"£315,000","Blackthorn Court, Langdon Hills, Basildon SS16",2,1,1,
608,"£325,000","Abrahams Close, Basildon SS14",2,1,3,
609,"£275,000","Rosecroft Close, Langdon Hills, Basildon, Essex SS16",,,,
610,"£375,000","Abingdon Close, Basildon SS15",3,1,2,
611,"£275,000","Driftway, Basildon, Essex SS16",4,1,1,
612,"£270,000","Buckingham Road, Laindon, Essex SS15",2,1,1,
613,"£668,995F","""Harrogate"" at Little Malgraves Industrial Estate, Lower Dunton Road, Bulphan, Upminster RM14",,,,
614,"£260,000","Beambridge Place, Basildon SS13",3,1,1,
615,"£225,000","Cherrydown East, Basildon, Essex SS16",,,,
616,"£260,000","Buckerills, Basildon, Essex SS13",,,,
617,"£350,000","Gun Hill Place, Woodlands Estate, Kingswood SS16",4,1,1,
618,"£400,000","Sparrows Herne, Basildon, Essex SS16",4,1,1,
619,"£210,000","Southernhay Close, Basildon SS14",2,1,1,
620,"£229,000","Bramble Tye, Laindon, Basildon, Essex SS15",2,1,1,
621,"£210,000","Churchill Avenue, Basildon SS14",2,1,1,
622,"£195,000","Warwick Crescent, Basildon SS15",1,1,1,
623,"£255,000","Rectory Road, Pitsea, Basildon SS13",,,,
624,"£275,000","Driftway, Basildon, Essex SS16",4,1,1,
625,"£250,000","Basildon, Essex, United Kingdom SS15",3,1,2,
626,"£335,000","The Slades, Basildon, Essex SS16",3,1,1,
627,"£290,000","Kent View Road, Vange, Basildon SS16",3,1,1,
628,"£500,000","Royston Avenue, Basildon, Essex SS15",5,1,2,
629,"£585,000","Stamford Drive, Basildon, Essex SS15",5,3,3,
630,"£200,000","Walnut Close, Basildon SS15",2,1,1,
631,"£325,000","Basildon, Essex, United Kingdom SS16",3,1,1,
632,"£215,000","Curling Tye, Basildon, Essex SS14",3,2,1,
633,"£325,000","Curling Tye, Basildon, Essex SS14",3,2,1,
634,"£265,000","Nightingale Grove, Basildon SS14",2,1,1,
635,"£400,000","Little Bentley, Basildon SS14",5,3,2,
636,"£230,000","Langdon Hills, Basildon, Essex SS16",2,1,1,
637,"£550,000","Kennedy Avenue, Basildon, Essex SS15",5,2,3,
638,"£587,000","Calvinia Close, Laindon, Basildon SS15",5,3,2,
639,"£545,000","Prescott, Langdon Hills, Basildon, Essex SS16",3,2,1,
640,"£390,000","School Avenue, Laindon, Basildon SS15",3,2,3,
641,"£280,000","Pamplins, Basildon SS15",3,2,1,
642,"£250,000","Lee Chapel North, Basildon, Essex SS15",3,1,1,
643,"£950,000","Lower Dunton Road, Bulphan, Upminster RM14",4,3,3,
644,"£535,000","Shelsley Drive, Langdon Hills, Basildon SS16",3,3,2,
645,"£260,000","Clayburn Side, Basildon, Essex SS14",2,2,1,
646,"£560,000","Parker Drive, Basildon SS16",4,2,2,
647,"£425,000","Gordon Road, Basildon, Essex SS14",,,,
648,"£375,000","Rosecroft Close, Langdon Hills SS16",3,1,1,
649,"£210,000","Shirley Gardens, Burnt Mills, Basildon, Essex SS13",2,1,1,
650,"£650,000","Pound Lane, Bowers Gifford, Basildon SS13",5,3,3,
651,"£280,000","Hollands Walk, Basildon SS16",3,2,1,
652,"£240,000","Marlborough Drive, Langdon Hills, Basildon SS16",2,1,1,
653,"£280,000","Basildon, Essex, United Kingdom SS14",3,1,1,
654,"£175,000","Clay Hill Road, Basildon SS16",2,1,1,
655,"£314,000","Park Terrace, Church Park Road, Pitsea, Basildon, Essex SS13",4,2,1,
656,"£130,000","Widgeons, Pitsea, Basildon, Essex SS13",1,1,1,
657,"£475,000","Park Terrace, Church Park Road, Pitsea, Basildon, Essex SS13",4,2,1,
658,"£250,000","Whitcroft, Langdon Hills, Basildon, Essex SS16",2,1,1,
659,"£240,000","Vermont Close, Basildon, Essex SS13",,,,
660,"£260,000","Warren Drive, Basildon, Essex SS14",2,1,1,
661,"£200,000","Lower Street, Basildon, Essex SS15",,,,
662,"£260,000","Carlisle Way, Pitsea, Basildon, Essex SS13",3,3,1,
663,"£550,000","Halstow Way, Pitsea, Basildon, Essex SS13",5,2,2,
664,"£270,000","Shepeshall, Basildon SS15",3,1,1,
665,"£220,000","Britten Avenue, Basildon, Essex SS14",2,1,1,
666,"£750,000","Fletchers, Basildon, Essex SS16",5,2,2,
667,"£220,000","Britten Avenue, Basildon SS14",2,1,1,
668,"£220,000","Basildon, Essex, United Kingdom SS14",,,,
669,"£550,000","Berry Lane, Langdon Hills, Essex SS16",4,2,2,
670,"£250,000","Basildon, Essex SS14",2,1,1,
671,"£230,000","Pickwick Close, Laindon, Basildon, Essex SS15",2,1,1,
672,"£410,000","School Avenue, Basildon SS15",4,2,3,
673,"£195,000","Warwick Crescent, Laindon, Basildon, Essex SS15",1,1,1,
674,"£265,000","Havengore, Basildon, Essex SS13",3,2,1,
675,"£320,000","Wickham Place, Basildon SS16",4,1,2,
676,"£230,000","Brempsons, Basildon, Essex SS14",3,1,1,
677,"£180,000","Southernhay, Basildon, Essex SS14",1,1,1,
678,"£250,000","Warwick Crescent, Laindon, Basildon, Essex SS15",2,1,1,
679,"£500,000","Langdon Hills, Basildon, Essex SS16",4,2,1,
680,"£400,000","Tangham Walk, Basildon SS14",4,1,3,
681,"£230,000","Gladwyns, Laindon, Basildon SS15",2,1,1,
682,"£325,000","Northampton Grove, Langdon Hills, Essex SS16",3,1,2,
683,"£280,000","Cross Green, Basildon SS16",2,2,2,
684,"£210,000","Copperfields, Laindon, Basildon SS15",2,1,1,
685,"£350,000","Montague Street, Basildon SS14",3,2,3,
686,"£300,000","Sunnedon, Basildon SS16",3,1,2,
687,"£350,000","Southcote Crescent, Basildon, Essex SS14",3,2,2,
688,"£325,000","Lee Chapel South, Essex, United Kingdom SS16",3,1,2,
689,"£350,000","Beeleigh East, Basildon, Essex SS14",4,2,2,
690,"£230,000","Cherrydown East, Basildon, Essex SS16",2,1,2,
691,"£240,000","Alexander Road, Langdon Hills, Basildon, Essex SS16",2,1,1,
692,"£180,000","Pitsea, Basildon, Essex SS13",2,1,1,
693,"£425,000","Eisenhower Road, Basildon, Essex SS15",4,2,1,
694,"£281,000","Eisenhower Road, Basildon, Essex SS15",4,2,1,
695,"£375,000","Warwick Crescent, Basildon SS15",3,1,3,
696,"£189,000","Copperfields, Laindon, Essex SS15",,,,
697,"£140,000","South Crockerford, Vange, Basildon SS16",1,1,1,
698,"£350,000","Montague Street, Basildon, Essex SS14",3,2,1,
699,"£350,000","Basildon, Essex, United Kingdom SS14",,,,
700,"£275,000","Long Acre, Basildon, Essex SS14",3,1,1,
701,"£280,000","Abrahams Close, Basildon SS14",2,1,2,
702,"£300,000","Gobions, Basildon, Essex SS16",3,2,1,
703,"£320,000","Britten Avenue, Basildon SS14",2,1,3,
704,"£375,000","Cumberland Drive, Laindon, Basildon SS15",3,1,1,
705,"£400,000","Bruton Link, Basildon SS15",3,1,2,
706,"£290,000","Ayletts, Basildon SS14",3,1,1,
707,"£315,000","Blackthorn Court, Langdon Hills, Basildon SS16",2,1,1,
708,"£325,000","Abrahams Close, Basildon SS14",2,1,3,
709,"£275,000","Rosecroft Close, Langdon Hills, Basildon, Essex SS16",,,,
710,"£375,000","Abingdon Close, Basildon SS15",3,1,2,
711,"£275,000","Driftway, Basildon, Essex SS16",4,1,1,
712,"£270,000","Buckingham Road, Laindon, Essex SS15",2,1,1,
713,"£668,995F","""Harrogate"" at Little Malgraves Industrial Estate, Lower Dunton Road, Bulphan, Upminster RM14",,,,
714,"£260,000","Beambridge Place, Basildon SS13",3,1,1,
715,"£225,000","Cherrydown East, Basildon, Essex SS16",,,,
716,"£260,000","Buckerills, Basildon, Essex SS13",,,,
717,"£350,000","Gun Hill Place, Woodlands Estate, Kingswood SS16",4,1,1,
718,"£400,000","Sparrows Herne, Basildon, Essex SS16",4,1,1,
719,"£210,000","Southernhay Close, Basildon SS14",2,1,1,
720,"£229,000","Bramble Tye, Laindon, Basildon, Essex SS15",2,1,1,
721,"£210,000","Churchill Avenue, Basildon SS14",2,1,1,
722,"£195,000","Warwick Crescent, Basildon SS15",1,1,1,
723,"£255,000","Rectory Road, Pitsea, Basildon SS13",,,,
724,"£275,000","Driftway, Basildon, Essex SS16",4,1,1,
725,"£250,000","Basildon, Essex, United Kingdom SS15",3,1,2,
726,"£335,000","The Slades, Basildon, Essex SS16",3,1,1,
727,"£290,000","Kent View Road, Vange, Basildon SS16",3,1,1,
728,"£500,000","Royston Avenue, Basildon, Essex SS15",5,1,2,
729,"£585,000","Stamford Drive, Basildon, Essex SS15",5,3,3,
730,"£200,000","Walnut Close, Basildon SS15",2,1,1,
731,"£325,000","Basildon, Essex, United Kingdom SS16",3,1,1,
732,"£215,000","Curling Tye, Basildon, Essex SS14",3,2,1,
733,"£325,000","Curling Tye, Basildon, Essex SS14",3,2,1,
734,"£265,000","Nightingale Grove, Basildon SS14",2,1,1,
735,"£400,000","Little Bentley, Basildon SS14",5,3,2,
736,"£230,000","Langdon Hills, Basildon, Essex SS16",2,1,1,
737,"£550,000","Kennedy Avenue, Basildon, Essex SS15",5,2,3,
738,"£587,000","Calvinia Close, Laindon, Basildon SS15",5,3,2,
739,"£545,000","Prescott, Langdon Hills, Basildon, Essex SS16",3,2,1,
740,"£390,000","School Avenue, Laindon, Basildon SS15",3,2,3,
741,"£280,000","Pamplins, Basildon SS15",3,2,1,
742,"£250,000","Lee Chapel North, Basildon, Essex SS15",3,1,1,
743,"£950,000","Lower Dunton Road, Bulphan, Upminster RM14",4,3,3,
744,"£535,000","Shelsley Drive, Langdon Hills, Basildon SS16",3,3,2,
745,"£260,000","Clayburn Side, Basildon, Essex SS14",2,2,1,
746,"£560,000","Parker Drive, Basildon SS16",4,2,2,
747,"£425,000","Gordon Road, Basildon, Essex SS14",,,,
748,"£375,000","Rosecroft Close, Langdon Hills SS16",3,1,1,
749,"£210,000","Shirley Gardens, Burnt Mills, Basildon, Essex SS13",2,1,1,
750,"£650,000","Pound Lane, Bowers Gifford, Basildon SS13",5,3,3,
751,"£280,000","Hollands Walk, Basildon SS16",3,2,1,
752,"£240,000","Marlborough Drive, Langdon Hills, Basildon SS16",2,1,1,
753,"£280,000","Basildon, Essex, United Kingdom SS14",3,1,1,
754,"£175,000","Clay Hill Road, Basildon SS16",2,1,1,
755,"£314,000","Park Terrace, Church Park Road, Pitsea, Basildon, Essex SS13",4,2,1,
756,"£130,000","Widgeons, Pitsea, Basildon, Essex SS13",1,1,1,
757,"£475,000","Park Terrace, Church Park Road, Pitsea, Basildon, Essex SS13",4,2,1,
758,"£250,000","Whitcroft, Langdon Hills, Basildon, Essex SS16",2,1,1,
759,"£240,000","Vermont Close, Basildon, Essex SS13",,,,
760,"£260,000","Warren Drive, Basildon, Essex SS14",2,1,1,
761,"£200,000","Lower Street, Basildon, Essex SS15",,,,
762,"£260,000","Carlisle Way, Pitsea, Basildon, Essex SS13",3,3,1,
763,"£550,000","Halstow Way, Pitsea, Basildon, Essex SS13",5,2,2,
764,"£270,000","Shepeshall, Basildon SS15",3,1,1,
765,"£220,000","Britten Avenue, Basildon, Essex SS14",2,1,1,
766,"£750,000","Fletchers, Basildon, Essex SS16",5,2,2,
767,"£220,000","Britten Avenue, Basildon SS14",2,1,1,
768,"£220,000","Basildon, Essex, United Kingdom SS14",,,,
769,"£550,000","Berry Lane, Langdon Hills, Essex SS16",4,2,2,
770,"£250,000","Basildon, Essex SS14",2,1,1,
771,"£230,000","Pickwick Close, Laindon, Basildon, Essex SS15",2,1,1,
772,"£410,000","School Avenue, Basildon SS15",4,2,3,
773,"£195,000","Warwick Crescent, Laindon, Basildon, Essex SS15",1,1,1,
774,"£265,000","Havengore, Basildon, Essex SS13",3,2,1,
775,"£320,000","Wickham Place, Basildon SS16",4,1,2,
776,"£230,000","Brempsons, Basildon, Essex SS14",3,1,1,
777,"£180,000","Southernhay, Basildon, Essex SS14",1,1,1,
778,"£250,000","Warwick Crescent, Laindon, Basildon, Essex SS15",2,1,1,
779,"£500,000","Langdon Hills, Basildon, Essex SS16",4,2,1,
780,"£400,000","Tangham Walk, Basildon SS14",4,1,3,
781,"£230,000","Gladwyns, Laindon, Basildon SS15",2,1,1,
782,"£325,000","Northampton Grove, Langdon Hills, Essex SS16",3,1,2,
783,"£280,000","Cross Green, Basildon SS16",2,2,2,
784,"£210,000","Copperfields, Laindon, Basildon SS15",2,1,1,
785,"£350,000","Montague Street, Basildon SS14",3,2,3,
786,"£300,000","Sunnedon, Basildon SS16",3,1,2,
787,"£350,000","Southcote Crescent, Basildon, Essex SS14",3,2,2,
788,"£325,000","Lee Chapel South, Essex, United Kingdom SS16",3,1,2,
789,"£350,000","Beeleigh East, Basildon, Essex SS14",4,2,2,
790,"£230,000","Cherrydown East, Basildon, Essex SS16",2,1,2,
791,"£240,000","Alexander Road, Langdon Hills, Basildon, Essex SS16",2,1,1,
792,"£180,000","Pitsea, Basildon, Essex SS13",2,1,1,
793,"£425,000","Eisenhower Road, Basildon, Essex SS15",4,2,1,
794,"£281,000","Eisenhower Road, Basildon, Essex SS15",4,2,1,
795,"£375,000","Warwick Crescent, Basildon SS15",3,1,3,
796,"£189,000","Copperfields, Laindon, Essex SS15",,,,
797,"£140,000","South Crockerford, Vange, Basildon SS16",1,1,1,
798,"£350,000","Montague Street, Basildon, Essex SS14",3,2,1,
799,"£350,000","Basildon, Essex, United Kingdom SS14",,,,
800,"£275,000","Long Acre, Basildon, Essex SS14",3,1,1,
801,"£280,000","Abrahams Close, Basildon SS14",2,1,2,
